"","logFC","logCPM","LR","PValue","FDR"
"HWER_07476",16.4388901392384,6.62520313984118,1054.47475124366,2.59255630089686e-231,6.82360818396053e-228
"HWER_11243",-8.20436777402483,7.32180767195809,676.526846968006,3.80381776878159e-149,5.00582418371657e-146
"HWER_08766",4.63824677470325,7.20951984692926,606.942882355555,5.17227027585018e-134,4.53780512201256e-131
"HWER_03428",5.02979297514201,7.10039360289786,588.853158663933,4.45003479539223e-130,2.92812289536809e-127
"HWER_12698",-4.85169600131815,6.98126726556052,560.454311976241,6.69562247196968e-124,3.52457566924484e-121
"HWER_09235",5.70743136557471,7.88315833529761,551.050916011689,7.43658566063442e-122,3.26218224313163e-119
"HWER_08072",5.83751655206592,8.92372294138829,503.218817148155,1.89506931508708e-111,7.12546062472742e-109
"HWER_15617",5.56623813949417,8.54342150204544,449.301561152153,1.02356507598451e-99,3.36752909998904e-97
"HWER_02804",-5.42388743496269,8.54331621684171,447.84759708149,2.12099908740121e-99,6.20274399782219e-97
"HWER_04805",-6.40967001976291,8.78225662892834,443.900185004434,1.53328912683632e-98,4.03561698183321e-96
"HWER_09462",-6.05623739714,8.57390819725567,438.831879121744,1.94390527910985e-97,4.65123517692465e-95
"HWER_07686",6.26207935387926,8.36287341076746,432.905267764786,3.78932327264195e-96,8.31124904466135e-94
"HWER_14981",-4.58849829314761,6.65738017894114,432.511067515728,4.61698084090281e-96,9.3476104409663e-94
"HWER_11128",4.62578662311706,5.99750429356124,429.038857976621,2.63075896311003e-95,4.94582685064686e-93
"HWER_07632",4.43377127445176,8.26310776142795,412.676008909883,9.5858940223277e-92,1.68200487111777e-89
"HWER_04095",4.61873942175749,6.31502338588751,398.326123843615,1.27443689492195e-88,2.09644869214661e-86
"HWER_11608",-4.88370376326402,8.33490618460874,395.487604453418,5.2873762771153e-88,8.18610256551027e-86
"HWER_06261",4.43726111333669,8.89116788102769,391.007354116405,4.99546323821749e-87,7.3044773572158e-85
"HWER_02156",3.99401877745414,6.78615220512118,378.31354993015,2.89821129949666e-84,4.01478533698695e-82
"HWER_03100",-4.10229879964701,8.27702287679211,370.58704519592,1.39436489750522e-82,1.83498420511687e-80
"HWER_15444",4.74185982726132,6.32724758533285,368.547153346783,3.87726525789756e-82,4.85950578989828e-80
"HWER_10104",6.06117220659466,8.87586626193261,359.418158757947,3.76945442585205e-80,4.50963820401936e-78
"HWER_08638",3.98963097392505,7.0970479902307,357.777131178027,8.58245155154343e-80,9.82130977550535e-78
"HWER_15223",4.46158663264387,8.60704422855302,352.881274853414,9.99328852097985e-79,1.09593064113412e-76
"HWER_03878",5.25144473608218,8.22655131381669,352.258984245998,1.3652690292772e-78,1.43735523402304e-76
"HWER_16005",3.89923175344142,7.75645329764924,346.470659776842,2.48722128649189e-77,2.51783324078717e-75
"HWER_14019",4.05266945254666,8.37198353386586,338.735423633291,1.20302408224853e-75,1.17272569795486e-73
"HWER_14701",5.39876331964154,7.24722999291299,338.045288816526,1.70049546062084e-75,1.59846573298359e-73
"HWER_13042",3.8539849009586,6.37578098205619,332.081887188627,3.38340356926786e-74,3.07073041183207e-72
"HWER_08495",-6.55502953364236,8.29870013974697,331.099910521057,5.53638863227798e-74,4.85725829338521e-72
"HWER_10368",3.61887513586413,7.22058853015953,325.178974216269,1.07854017446704e-72,9.15715399741048e-71
"HWER_04818",4.39171918364781,7.97787484101515,315.13182415838,1.66464031156459e-70,1.36916665626187e-68
"HWER_03016",3.5156109485923,6.73194811760444,308.820746264463,3.94565160049494e-69,3.14695606439475e-67
"HWER_03919",3.6974453828482,6.97564145405559,306.704151643994,1.14081512980252e-68,8.83125124011836e-67
"HWER_00193",3.77036468786637,7.52748532186062,305.916457543579,1.69361890011379e-68,1.27360141288557e-66
"HWER_09206",3.93123265611842,7.52236118758015,305.696316760348,1.89135898546473e-68,1.3827935693731e-66
"HWER_09857",3.71858158900049,7.66863958335853,300.031628099195,3.24250514584528e-67,2.30656041726075e-65
"HWER_14231",3.55270831903672,6.71802313263585,298.222162078325,8.03722544861787e-67,5.56683615283217e-65
"HWER_02462",3.53145177128133,7.3059872858591,296.783346750427,1.65418538088428e-66,1.11636305704805e-64
"HWER_10814",4.30897300295639,6.47692614916509,293.489658033023,8.6338958981065e-66,5.68110350095407e-64
"HWER_13753",3.9861858035831,6.28471148427289,288.119041377091,1.277628811658e-64,8.20175373727772e-63
"HWER_04653",5.99445369907316,6.31636947928359,286.817965712447,2.45417637493783e-64,1.53795052829437e-62
"HWER_15647",3.15857548476139,6.96186246732378,285.841302591115,4.00609341525578e-64,2.45210182998912e-62
"HWER_05112",3.46474840291881,6.26378756976471,282.0855752944,2.63705423891094e-63,1.57743789927582e-61
"HWER_09925",-3.97565077997603,7.82807486302997,279.873725098822,8.00043587574262e-63,4.6793660499899e-61
"HWER_15532",3.0413516032959,7.13949597442783,279.222894997093,1.10902569143942e-62,6.34555569536643e-61
"HWER_12147",3.71093251881927,6.80936476960877,278.583437423044,1.52859492545808e-62,8.56013158256524e-61
"HWER_03243",3.64983273273157,6.6464833081146,277.667610546483,2.42031379466037e-62,1.32713873073877e-60
"HWER_05646",2.92018503383999,7.06954482624196,274.588273309318,1.13486877974401e-61,6.09586658833927e-60
"HWER_11671",4.59827122581922,6.09188080933202,272.133743384843,3.88933931291948e-61,2.04734821432081e-59
"HWER_03524",3.49132865688327,6.48145201162906,271.726326034409,4.77164775594264e-61,2.46254448894922e-59
"HWER_02708",3.0843885295199,7.45902594836932,270.992585635041,6.89574167737249e-61,3.49030617208546e-59
"HWER_11823",2.86203040464922,7.28132671910011,269.469682621373,1.48077824930799e-60,7.35360066448796e-59
"HWER_08207",4.27313954523249,6.73439037032685,265.022185620433,1.3798726778562e-59,6.72560164466209e-58
"HWER_15005",4.07532013753536,8.92748694071852,264.907924027396,1.46131402450392e-59,6.99305184089878e-58
"HWER_05305",2.88547502401068,7.21230014194363,260.002841477577,1.71354994345998e-58,8.05368473426191e-57
"HWER_13952",4.15090954073158,6.62661079167296,259.689819287246,2.00506419299891e-58,9.25847185258444e-57
"HWER_03002",7.01170360030713,9.40420037283354,258.772126304511,3.17808622503617e-58,1.44219361108538e-56
"HWER_00435",3.11648412367656,6.95630663109459,253.239937519752,5.10648297352133e-57,2.27801070954375e-55
"HWER_02088",3.40476974122783,7.02883545427476,251.066515433355,1.52030820419977e-56,6.66908532242298e-55
"HWER_03814",3.05980650536029,6.86698297881127,250.940829411562,1.61931707497881e-56,6.98695498581021e-55
"HWER_10103",3.49353632551652,7.14738758680621,248.894427811895,4.52341549435512e-56,1.92026283566818e-54
"HWER_05375",3.45297233627611,6.88586090343277,241.999768291798,1.44103376215233e-54,6.02031882854749e-53
"HWER_05297",3.15334217778028,6.93919037339778,240.944487778196,2.44774788240826e-54,1.0066363166404e-52
"HWER_05822",3.3374053132468,6.5274855667397,240.274215565242,3.42700258491037e-54,1.38767243130524e-52
"HWER_08223",4.92703147589944,6.59306544376412,238.518511782805,8.27446965750539e-54,3.29975820281124e-52
"HWER_03917",3.15944218120532,7.69124669694687,237.031515170389,1.74575859518807e-53,6.85796510826119e-52
"HWER_15406",3.12455829523994,8.48451999966299,234.157532101469,7.39075214032259e-53,2.86065582843074e-51
"HWER_10084",-3.05319625497752,6.35266917950327,233.15826459251,1.22066838161268e-52,4.65623069623852e-51
"HWER_11496",3.87017118435253,7.8842823182207,230.926934024309,3.74279001547139e-52,1.40728904581724e-50
"HWER_10521",3.34054070606525,6.84270396579988,230.132467610809,5.5776806313478e-52,2.06766977770527e-50
"HWER_03877",3.5411797195653,6.85842732274017,225.04162106049,7.19006253298462e-51,2.62836730372438e-49
"HWER_03864",3.05683832444469,7.60472577899406,223.146585475207,1.86232160885193e-50,6.71456229383327e-49
"HWER_15592",3.57980382291281,6.96993735935278,222.299807203236,2.84936821517248e-50,1.01345096518027e-48
"HWER_01784",4.98386259962048,6.83207533572776,220.374379768208,7.49414559453217e-50,2.62994549397449e-48
"HWER_05978",-3.2653107692102,7.92958483106233,219.98357823469,9.11938597488385e-50,3.15818735340714e-48
"HWER_10841",3.45508122863323,7.62458443133819,219.195034774048,1.3550910082819e-49,4.62329128779656e-48
"HWER_01555",3.18194215961749,6.64477862535058,219.173068375143,1.37012431781205e-49,4.62329128779656e-48
"HWER_13913",4.0975426768744,5.60834744653034,216.113521525638,6.37026246279546e-49,2.12234567114907e-47
"HWER_11877",4.44323082012811,9.83983844357166,213.529966506465,2.33215256390285e-48,7.67278193524037e-47
"HWER_10791",2.5981769721485,7.20618049396349,213.008513209589,3.03050616280404e-48,9.84727434629659e-47
"HWER_03024",3.78898912504188,6.23817180837182,212.551461183405,3.81263215639358e-48,1.22376193117413e-46
"HWER_07887",-3.02701515247863,6.10304990774718,212.104017791214,4.77352709683104e-48,1.51372570106738e-46
"HWER_01774",2.81467285919612,6.88212542670371,211.571663624444,6.23705097203261e-48,1.95387226107197e-46
"HWER_12502",3.45768794126401,6.5743895278657,211.54851630934,6.30999780361388e-48,1.95387226107197e-46
"HWER_03912",2.59971119340657,7.01124345623338,210.900178121288,8.73925494210821e-48,2.67461848925916e-46
