GO:0016772	IEA	HWER_11948-R0
GO:0003951	IEA	HWER_11982-R0
GO:0006741	IEA	HWER_11982-R0
GO:0008152	IEA	HWER_11982-R0
GO:0019674	IEA	HWER_11982-R0
GO:0000981	IEA	HWER_11954-R0
GO:0005634	IEA	HWER_11954-R0
GO:0006355	IEA	HWER_11954-R0
GO:0008270	IEA	HWER_11954-R0
GO:0003677	IEA	HWER_11954-R0
GO:0006351	IEA	HWER_11954-R0
GO:0055085	IEA	HWER_11969-R0
GO:0005515	IEA	HWER_16001-R0
GO:0015205	IEA	HWER_11953-R0
GO:0015851	IEA	HWER_11953-R0
GO:0016020	IEA	HWER_11953-R0
GO:0000221	IEA	HWER_08194-R0
GO:0015991	IEA	HWER_08194-R0
GO:0046961	IEA	HWER_08194-R0
GO:0016820	IEA	HWER_08194-R0
GO:0005488	IEA	HWER_08194-R0
GO:0016787	IEA	HWER_11962-R0
GO:0008152	IEA	HWER_11962-R0
GO:0003824	IEA	HWER_11952-R0
GO:0008152	IEA	HWER_11952-R0
GO:0031177	IEA	HWER_11952-R0
GO:0008152	IEA	HWER_08198-R0
GO:0006629	IEA	HWER_08198-R0
GO:0016021	IEA	HWER_11980-R0
GO:0022857	IEA	HWER_11980-R0
GO:0055085	IEA	HWER_11980-R0
GO:0005215	IEA	HWER_11980-R0
GO:0016020	IEA	HWER_11980-R0
GO:0022891	IEA	HWER_11980-R0
GO:0005215	IEA	HWER_11960-R0
GO:0006810	IEA	HWER_11960-R0
GO:0016020	IEA	HWER_11960-R0
GO:0003735	IEA	HWER_11965-R0
GO:0005622	IEA	HWER_11965-R0
GO:0005840	IEA	HWER_11965-R0
GO:0006412	IEA	HWER_11965-R0
GO:0003723	IEA	HWER_11965-R0
GO:0008270	IEA	HWER_11959-R0
GO:0005515	IEA	HWER_11959-R0
GO:0003676	IEA	HWER_11970-R0
GO:0000166	IEA	HWER_11970-R0
GO:0003676	IEA	HWER_11975-R0
GO:0005634	IEA	HWER_16063-R0
GO:0006338	IEA	HWER_16063-R0
GO:0005488	IEA	HWER_08228-R0
GO:0051536	IEA	HWER_08230-R0
GO:0005524	IEA	HWER_08230-R0
GO:0016887	IEA	HWER_08230-R0
GO:0003779	IEA	HWER_11966-R0
GO:0006897	IEA	HWER_11966-R0
GO:0030276	IEA	HWER_11966-R0
GO:0005543	IEA	HWER_11966-R0
GO:0016020	IEA	HWER_11957-R0
GO:0030001	IEA	HWER_11957-R0
GO:0046873	IEA	HWER_11957-R0
GO:0055085	IEA	HWER_11957-R0
GO:0030529	IEA	HWER_11979-R0
GO:0042254	IEA	HWER_11979-R0
GO:0006807	IEA	HWER_11955-R0
GO:0016810	IEA	HWER_11955-R0
GO:0036361	IEA	HWER_11955-R0
GO:0008152	IEA	HWER_11955-R0
GO:0016855	IEA	HWER_11955-R0
GO:0050660	IEA	HWER_08222-R0
GO:0003824	IEA	HWER_08222-R0
GO:0016614	IEA	HWER_08222-R0
GO:0055114	IEA	HWER_08222-R0
GO:0008762	IEA	HWER_08222-R0
GO:0016491	IEA	HWER_08222-R0
GO:0003677	IEA	HWER_16000-R0
GO:0005524	IEA	HWER_16000-R0
GO:0006281	IEA	HWER_16000-R0
GO:0008094	IEA	HWER_16000-R0
GO:0000166	IEA	HWER_16000-R0
GO:0003684	IEA	HWER_16000-R0
GO:0006259	IEA	HWER_16000-R0
GO:0005506	IEA	HWER_08234-R0
GO:0016705	IEA	HWER_08234-R0
GO:0020037	IEA	HWER_08234-R0
GO:0055114	IEA	HWER_08234-R0
GO:0051726	IEA	HWER_16062-R0
GO:0003684	IEA	HWER_09338-R0
GO:0005634	IEA	HWER_09338-R0
GO:0006289	IEA	HWER_09338-R0
GO:0003677	IEA	HWER_09338-R0
GO:0016491	IEA	HWER_01921-R0
GO:0055114	IEA	HWER_01921-R0
