#GENEID	CHROM	START	END	STRAND	RPKM0	RPKM10	RPKM20	GENEDESC
HWER_00012	unitig_0	30627	31646	+	1.0888435	0.215574	0.12698	Similar to 2-pyrone-4,6-dicarbaxylate hydrolase (Comamonas testosteroni)
HWER_00014	unitig_0	39935	44549	-	8.625125	13.740535	18.2641	Similar to SPAC3H1.06c Uncharacterized transporter C3H1.06c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00024	unitig_0	72914	74318	+	22.42575	16.3637	11.3092	Similar to ANT1 Peroxisomal adenine nucleotide transporter 1 (Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056))
HWER_00035	unitig_0	105472	107226	+	99.98565	67.70715	32.61235	Similar to MTM1 Mitochondrial carrier protein MTM1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00040	unitig_0	118436	121468	+	5.5028	6.26601	6.607935	Similar to ASPM Abnormal spindle-like microcephaly-associated protein homolog (Colobus guereza)
HWER_00055	unitig_0	165460	166889	+	15.8723	11.3452	11.0638	Protein of unknown function
HWER_00056	unitig_0	169371	173700	+	17.21975	17.52025	21.2917	Similar to acrB Probable ubiquitination network signaling protein acrB (Aspergillus niger (strain CBS 513.88 / FGSC A1513))
HWER_00075	unitig_0	217314	218475	-	308.4755	155.9933	67.92145	Similar to GAR1 H/ACA ribonucleoprotein complex subunit 1 (Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970))
HWER_00076	unitig_0	218739	219869	+	11.579765	7.54944	5.24116	Similar to NSUN4 5-methylcytosine rRNA methyltransferase NSUN4 (Homo sapiens)
HWER_00100	unitig_0	290831	292926	+	51.7238	47.2513	46.2074	Similar to int6 Eukaryotic translation initiation factor 3 subunit E (Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100))
HWER_00110	unitig_0	316738	317620	-	7.13082	6.941275	2.504675	Protein of unknown function
HWER_00112	unitig_0	321265	325272	-	37.00605	19.652885	9.711785	Similar to TRY5 Transcriptional regulator of yeast form adherence 5 (Candida albicans (strain SC5314 / ATCC MYA-2876))
HWER_00123	unitig_0	361333	367490	+	52.45815	38.39055	26.5978	Similar to CIB22 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 (Arabidopsis thaliana)
HWER_00125	unitig_0	366589	367365	-	0.01757955	0.0175796602	1.317268E-007	Similar to ovca2 Ovarian cancer-associated gene 2 protein homolog (Danio rerio)
HWER_00130	unitig_0	387624	390974	+	7.64283	5.74201	2.468035	Similar to bglA Probable beta-glucosidase A (Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1))
HWER_00135	unitig_0	404354	409355	+	0.406068	0.4186725	0.293804	Similar to ATG22-2 Autophagy-related protein 22-2 (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))
HWER_00138	unitig_0	413340	414901	-	57.5021	101.4507	129.3945	Similar to gpmI1 2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1 (Methanosarcina barkeri (strain Fusaro / DSM 804))
HWER_00151	unitig_0	448176	449768	+	33.0265	37.44115	38.12425	Similar to lcb1 Serine palmitoyltransferase 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00153	unitig_0	452346	453166	-	164.722	190.0545	183.64	Similar to MOS2 Mitochondrial organizing structure protein 2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00157	unitig_0	465437	466273	-	184.485	201.2815	199.885	Similar to B13D24.010 NADH-ubiquinone oxidoreductase 21.3 kDa subunit (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_00172	unitig_0	505407	507743	+	35.31965	41.7791	46.55675	Similar to cct7 Probable T-complex protein 1 subunit eta (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00173	unitig_0	508844	513829	+	19.45885	17.0629	14.4365	Similar to NOP9 Nucleolar protein 9 (Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173))
HWER_00190	unitig_0	554672	556312	-	11.87965	25.45845	36.86235	Similar to DNAJC3 DnaJ homolog subfamily C member 3 (Bos taurus)
HWER_00193	unitig_0	564343	566311	-	14.02065	86.93855	145.696	Protein of unknown function
HWER_00197	unitig_0	583916	585760	-	21.46515	20.5304	14.09015	Similar to met-7 Cystathionine gamma-synthase (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_00207	unitig_0	616898	618598	+	1.176225	4.32188	7.01359	Similar to dnajc21 DnaJ homolog subfamily C member 21 (Danio rerio)
HWER_00208	unitig_0	618650	620244	-	7.179155	3.476615	2.237665	Similar to SPAC1039.04 Uncharacterized transporter C1039.04 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00222	unitig_0	671123	673935	-	121.584	81.53175	46.1147	Similar to WSC3 Cell wall integrity and stress response component 3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00249	unitig_0	751153	752838	+	28.51825	27.51955	26.05035	Similar to BSD2 Metal homeostatis protein BSD2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00251	unitig_0	755373	757069	+	3.693385	9.685625	14.5394	Similar to SPBC4.02c Uncharacterized protein C4.02c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00255	unitig_0	765708	767357	-	4.845715	12.035475	17.6061	Similar to usp22 Ubiquitin carboxyl-terminal hydrolase 22 (Danio rerio)
HWER_00276	unitig_1	34674	41597	-	1.293175	1.662175	1.978375	Similar to IRC20 Uncharacterized ATP-dependent helicase IRC20 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00292	unitig_1	85925	88405	-	4.00005	9.44432	14.5876	Protein of unknown function
HWER_00295	unitig_1	93363	95844	-	10.223875	7.20597	5.23982	Similar to Arl8b ADP-ribosylation factor-like protein 8B (Rattus norvegicus)
HWER_00296	unitig_1	96280	99933	+	21.18205	15.0605	10.71495	Similar to acr-2 DNA-directed RNA polymerase I subunit RPA2 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_00300	unitig_1	109024	118721	-	14.373	11.34835	7.55663	Protein of unknown function
HWER_00305	unitig_1	125631	127613	+	19.82395	36.29535	49.8731	Similar to rad21 Cohesin subunit rad21 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00320	unitig_1	169824	171281	+	2.570895E-008	3.880615E-008	1.755246E-008	Protein of unknown function
HWER_00324	unitig_1	180799	182515	+	4.17304	6.47029	9.3287	Similar to 1-phosphatidylinositol phosphodiesterase (Bacillus cereus)
HWER_00331	unitig_1	198383	202982	-	33.1516	46.9258	44.35245	Similar to SPAC25B8.08 Dilute domain-containing protein C25B8.08 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00334	unitig_1	212335	213732	+	10.09997	7.064285	6.06409	Similar to D-alanyl-D-alanine carboxypeptidase (Streptomyces sp. (strain R61))
HWER_00343	unitig_1	241688	243005	-	50.12055	44.0604	38.68605	Similar to srp14 Signal recognition particle subunit srp14 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00349	unitig_1	262702	265891	-	1.46145	3.819355	6.33898	Similar to BCR1 Biofilm and cell wall regulator 1 (Candida albicans (strain SC5314 / ATCC MYA-2876))
HWER_00354	unitig_1	276967	277653	-	61.9206	57.81865	43.73335	Similar to ywbO Uncharacterized protein YwbO (Bacillus subtilis (strain 168))
HWER_00373	unitig_1	339724	340008	-	148.029	277.0345	385.8365	Similar to INH1 ATPase inhibitor, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00383	unitig_1	380698	385040	-	64.06775	55.61125	46.7465	Similar to gdh-1 NAD-specific glutamate dehydrogenase (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_00394	unitig_1	415505	419240	+	0.284771	0.2130255	0.2533395	Similar to SPAC4G9.12 Probable gluconokinase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00403	unitig_1	445576	446138	+	0	0.15288	0.4058835	Protein of unknown function
HWER_00404	unitig_1	451109	452628	+	9.649205	7.61636	5.570265	Protein of unknown function
HWER_00409	unitig_1	466108	466911	-	0.799597	1.29684	1.489915	Similar to chek1 Serine/threonine-protein kinase Chk1 (Xenopus laevis)
HWER_00413	unitig_1	478187	479303	-	20.76855	29.8902	38.36315	Protein of unknown function
HWER_00414	unitig_1	479736	483586	+	2.385345	3.14326	3.78087	Protein of unknown function
HWER_00426	unitig_1	518714	521836	-	4.388085	9.26701	13.7531	Similar to cft2 Cleavage factor two protein 2 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00439	unitig_1	589628	592521	-	176.6955	91.9479	48.10865	Protein of unknown function
HWER_00440	unitig_1	593210	595655	-	12.44655	13.46675	12.7619	Similar to MJ1628 Uncharacterized protein MJ1628 (Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440))
