#GENEID	CHROM	START	END	STRAND	RPKM0	RPKM10	RPKM20	GENEDESC
HWER_00004	unitig_0	6795	9200	+	4.678625	10.009435	14.56835	Similar to PLA2G4F Cytosolic phospholipase A2 zeta (Homo sapiens)
HWER_00028	unitig_0	89398	91880	+	41.7231	94.08855	141.3635	Similar to Protein disulfide-isomerase (Humicola insolens)
HWER_00029	unitig_0	92482	94178	-	1.0419575	0.731152	0.766213	Protein of unknown function
HWER_00036	unitig_0	109035	110891	+	3.131555	1.8797195	0.688381	Protein of unknown function
HWER_00038	unitig_0	114359	115597	-	13.4049	11.7618	12.07425	Protein of unknown function
HWER_00046	unitig_0	142776	143816	-	0.2827695	14.267688	26.3625	Similar to JID1 J domain-containing protein 1 (Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056))
HWER_00061	unitig_0	183728	185869	-	6.115175	3.47402	2.8619	Similar to MCH2 Probable transporter MCH2 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00062	unitig_0	185901	187423	-	92.1668	47.7527	26.97185	Similar to RAS1 Ras-like protein 1 (Candida albicans (strain SC5314 / ATCC MYA-2876))
HWER_00065	unitig_0	193772	195001	+	21.74175	12.907395	4.104625	Protein of unknown function
HWER_00082	unitig_0	234522	237870	-	6.074085	10.883555	14.09155	Similar to ESBP6 Uncharacterized transporter ESBP6 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00087	unitig_0	248919	253667	-	12.6748	12.069	11.02305	Similar to nup146 Nucleoporin nup146 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00097	unitig_0	283401	285649	-	2.51644	5.6716	8.326805	Similar to FBXO21 F-box only protein 21 (Homo sapiens)
HWER_00108	unitig_0	314305	316664	+	0.622052	2.500353	4.891805	Similar to CWINV1 Beta-fructofuranosidase, insoluble isoenzyme CWINV1 (Arabidopsis thaliana)
HWER_00132	unitig_0	393906	395168	+	10.9733	36.9883	54.8164	Similar to TSR3 Ribosome biogenesis protein TSR3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00139	unitig_0	415351	415809	+	5.066555	13.48463	19.43955	Protein of unknown function
HWER_00156	unitig_0	460992	465206	-	31.73585	25.41565	21.99095	Similar to TBCC Tubulin-specific chaperone C (Homo sapiens)
HWER_00158	unitig_0	466397	467912	+	37.162	39.01425	43.85505	Similar to SYS1 Protein SYS1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00160	unitig_0	470196	472883	+	12.49685	20.7407	25.5524	Similar to SAP1 Protein SAP1 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00165	unitig_0	483033	484235	-	11.7114	11.5266	11.29525	Similar to eso1 N-acetyltransferase eso1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00170	unitig_0	498264	502165	-	7.140205	7.437235	7.618325	Similar to smc6 Structural maintenance of chromosomes protein 6 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00177	unitig_0	523915	524945	+	82.37245	54.9291	34.7515	Similar to SPAC11E3.10 Uncharacterized protein C11E3.10 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00182	unitig_0	536694	539064	-	11.3405	22.06295	30.3411	Similar to CYP52A13 Cytochrome P450 52A13 (Debaryomyces hansenii)
HWER_00185	unitig_0	541435	542393	-	2.12047	1.972105	2.131935	Protein of unknown function
HWER_00191	unitig_0	556991	558955	+	1.56666	18.293455	30.9793	Similar to YIR007W Uncharacterized glycosyl hydrolase YIR007W (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00196	unitig_0	577191	583067	+	3.81883	3.43922	2.57128	Similar to bimE Negative regulator of mitosis (Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139))
HWER_00203	unitig_0	606724	607209	+	4.43417	13.234215	20.49235	Protein of unknown function
HWER_00212	unitig_0	629173	632302	+	11.19445	11.016145	9.90137	Protein of unknown function
HWER_00215	unitig_0	649155	649859	+	39.9776	25.61325	13.2542	Protein of unknown function
HWER_00242	unitig_0	726126	727454	-	2.90169	5.61498	7.362555	Similar to RBA50 RNA polymerase II-associated protein RBA50 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00247	unitig_0	743217	745582	+	2.54375	1.88265	1.74146	Similar to SPAC328.05 Uncharacterized RNA-binding protein C328.05 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00250	unitig_0	753105	754943	-	8.45868	22.71245	33.3605	Similar to FMP25 Protein FMP25, mitochondrial (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00257	unitig_0	769692	771005	-	6.079445	8.75343	10.88735	Similar to UTP6 U3 small nucleolar RNA-associated protein 6 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00259	unitig_0	774743	775615	-	4.4277737	7.348265	4.25736	Similar to SPAC19G12.04 Ureidoglycolate lyase (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00274	unitig_1	24020	25793	+	295.1435	208.663	141.582	Protein of unknown function
HWER_00278	unitig_1	45874	46527	+	130.029	110.75095	59.569	Similar to B11H24.095 Putative cytochrome b5 B11H24.095 (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_00307	unitig_1	129601	135084	+	21.02005	22.8133	22.10475	Similar to MAD1 Spindle assembly checkpoint component MAD1 (Yarrowia lipolytica (strain CLIB 122 / E 150))
HWER_00308	unitig_1	135392	137032	+	178.5265	249.9475	286.0805	Similar to aga-1 Arginase (Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987))
HWER_00312	unitig_1	144353	144960	-	11.6658	17.7793	21.86975	Protein of unknown function
HWER_00330	unitig_1	196018	198357	-	0.5686865	1.057851	1.457325	Similar to SPCC417.10 Uncharacterized transporter C417.10 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00338	unitig_1	223595	224308	-	5.19622	6.10358	5.77414	Protein of unknown function
HWER_00340	unitig_1	228718	230434	-	154.021	229.9185	260.8755	Similar to dld1 Dihydrolipoyl dehydrogenase, mitochondrial (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00341	unitig_1	230857	233375	-	2.86288	2.130915	1.411715	Protein of unknown function
HWER_00350	unitig_1	267904	270360	-	4.67379	12.52987	19.7071	Similar to vid27 Vacuolar import and degradation protein 27 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00356	unitig_1	279208	280008	-	2.91387	2.1889125	0.967114	Protein of unknown function
HWER_00359	unitig_1	289254	291029	-	3.52997E-009	4.485293E-008	6.409195E-008	Similar to PCCB Propionyl-CoA carboxylase beta chain, mitochondrial (Sus scrofa)
HWER_00363	unitig_1	300567	301583	-	44.24605	48.152	53.88605	Similar to ygjR Uncharacterized oxidoreductase YgjR (Escherichia coli (strain K12))
HWER_00375	unitig_1	344159	345157	-	4.93402	7.3518	10.051735	Similar to HEM4 Uroporphyrinogen-III synthase (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00395	unitig_1	419651	420676	-	0.15638005	0.1775975	0.09422275	Similar to ARI Aldehyde reductase 1 (Sporobolomyces salmonicolor)
HWER_00397	unitig_1	424727	426268	-	11.763545	17.5591	18.11575	Similar to pri1 DNA primase small subunit (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00400	unitig_1	431177	434255	+	3.335145	2.882635	2.635875	Similar to SPBC15C4.04c Uncharacterized amino-acid permease C15C4.04c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00428	unitig_1	528769	532168	-	1922.235	1516.498	878.9	Similar to PRY3 Cell wall protein PRY3 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00431	unitig_1	564182	564815	-	7.023795	4.799035	1.97627	Protein of unknown function
HWER_00436	unitig_1	581589	583109	-	7.163105	4.44683	3.189985	Similar to KXD1 Biogenesis of lysosome-related organelles complex 1 subunit KXD1 (Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056))
HWER_00443	unitig_1	599461	600807	-	1.13705	1.042545	0.947231	Protein of unknown function
HWER_00444	unitig_1	601939	604257	+	86.40385	78.0262	91.9644	Similar to SPAC458.02c Uncharacterized protein C458.02c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00450	unitig_1	623817	625470	+	4.606495	3.282675	1.703975	Similar to ycbX Uncharacterized protein YcbX (Escherichia coli (strain K12))
HWER_00451	unitig_1	625219	626169	-	1.375735	1.411085	1.95686	Protein of unknown function
HWER_00452	unitig_1	626900	628624	-	39.57025	80.6558	111.1045	Similar to DED81 Asparagine--tRNA ligase, cytoplasmic (Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968))
HWER_00460	unitig_1	650981	652273	+	88.07205	84.1982	65.09295	Similar to TYS1 Tyrosine--tRNA ligase, cytoplasmic (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
HWER_00463	unitig_1	657206	659921	-	22.12275	24.00185	22.84765	Similar to Ap2b1 AP-2 complex subunit beta (Mus musculus)
HWER_00465	unitig_1	662092	663168	-	25.215	24.0112	23.979	Similar to HIRIP3 HIRA-interacting protein 3 (Homo sapiens)
HWER_00468	unitig_1	669841	671229	-	12.90585	16.34335	17.36455	Similar to hsk1 Cell cycle serine/threonine-protein kinase hsk1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_00478	unitig_1	689658	693528	-	15.7959	14.9238	15.03835	Protein of unknown function
HWER_00480	unitig_1	698333	703228	-	3.58495	3.39395	2.857135	Similar to AO-I Copper amine oxidase 1 (Aspergillus niger)
HWER_01539	unitig_10	382	5017	+	9.664675	14.93575	18.0628	Similar to SPAC521.04c Putative cation exchanger C521.04c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01543	unitig_10	16741	17247	+	3.05243	2.23948	1.356375	Protein of unknown function
HWER_01544	unitig_10	18153	18713	-	12.421745	19.222345	27.85245	Similar to ies6 Chromatin-remodeling complex subunit ies6 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01552	unitig_10	48706	52037	-	1.12653	1.183935	1.03483	Similar to AIM9 Altered inheritance of mitochondria protein 9, mitochondrial (Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284))
HWER_01568	unitig_10	95453	97087	+	2.64302	3.886955	5.06558	Protein of unknown function
HWER_01570	unitig_10	96882	103476	-	12.47755	13.1901	13.825	Similar to mug87 Meiotically up-regulated gene 87 protein (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
HWER_01585	unitig_10	145909	149232	-	4.55805	5.243315	4.578375	Similar to RBT1 Cell wall protein RTB1 (Candida albicans (strain SC5314 / ATCC MYA-2876))
HWER_01601	unitig_10	197253	198979	-	52.28627	156.90005	185.544	Protein of unknown function
HWER_01604	unitig_10	216603	218045	+	2.43686	2.945325	3.334055	Protein of unknown function
HWER_01618	unitig_10	255834	256882	-	78.4633	178.91665	259.782	Protein of unknown function
HWER_01626	unitig_10	276179	277306	+	1.967635	1.032055	0.63435345	Protein of unknown function
